"crop","country","region","climate_scenario","future_mid_point","projected_yield_t_ha","global_delta_t_from_pre_industrial_period","drought_index","annual_precipitation_change_each_study_mm"
"Rice","Myanmar","Asia","RCP8.5",2050,7.9918,2.593,0.103637240964144,83.6308000000001
"Rice","Nepal","Asia","RCP2.6",2050,2.8396,1.791,0.0180446610823329,47.8411999999999
"Rice","Nepal","Asia","RCP4.5",2050,2.6427,2.094,0.0293397924468466,77.7875999999999
"Rice","Nepal","Asia","RCP8.5",2050,2.1899,2.593,0.0508280911403118,134.7588
"Rice","Nigeria","Africa","RCP2.6",2050,2.2516,1.791,-0.00771356283652986,-10.2256000000001
"Rice","Nigeria","Africa","RCP4.5",2050,2.2508,2.094,0.0639123777883896,84.7263999999999
"Rice","Nigeria","Africa","RCP8.5",2050,2.1047,2.593,0.0187329383172866,24.8336
"Rice","Pakistan","Asia","RCP2.6",2050,3.4535,1.791,0.101183820538893,28.8508
"Rice","Pakistan","Asia","RCP4.5",2050,2.732,2.094,0.0717252398756712,20.4512
"Rice","Pakistan","Asia","RCP8.5",2050,2.2725,2.593,0.073006047730594,20.8164
"Rice","Philippines","Asia","RCP2.6",2050,6.058,1.791,0.0589390594383332,142.428
"Rice","Philippines","Asia","RCP4.5",2050,5.9554,2.094,0.0463956185835084,112.1164
"Rice","Philippines","Asia","RCP8.5",2050,5.4516,2.593,0.084328192734846,203.7816
"Rice","Sri Lanka","Asia","RCP2.6",2050,9.204,1.791,0.0753786061350149,123.4376
"Rice","Sri Lanka","Asia","RCP4.5",2050,9.1537,2.094,0.0970109280139984,158.862
"Rice","Sri Lanka","Asia","RCP8.5",2050,8.8854,2.593,0.0664580610302794,108.8296
"Rice","Thailand","Asia","RCP2.6",2050,6.3474,1.791,0.0218361458063251,27.3900000000001
"Rice","Thailand","Asia","RCP4.5",2050,6.3277,2.094,0.0311529013503571,39.0764000000001
"Rice","Thailand","Asia","RCP8.5",2050,6.1737,2.593,0.081812759621031,102.6212
"Rice","United States","North America","RCP2.6",2050,7.1571,1.791,0.0133464445461854,16.0688000000001
"Rice","United States","North America","RCP4.5",2050,7.1864,2.094,-0.022749621385543,-27.3899999999999
"Rice","United States","North America","RCP8.5",2050,6.5469,2.593,-0.0124364596907635,-14.9731999999999
"Rice","Vietnam","Asia","RCP2.6",2050,7.9423,1.791,0.0437281261139148,83.996
"Rice","Vietnam","Asia","RCP4.5",2050,8.0732,2.094,0.037834335202909,72.6748000000001
"Rice","Vietnam","Asia","RCP8.5",2050,8.2187,2.593,0.0598885205473181,115.038
"Rice","Bangladesh","Asia","RCP2.6",2080,7.1178,1.833,0.0508610178443119,101.1604
"Rice","Bangladesh","Asia","RCP4.5",2080,7.0672,2.607,0.0739963544810747,147.1756
"Rice","Bangladesh","Asia","RCP8.5",2080,5.6759,4.118,0.119899800188937,238.4756
"Rice","Brazil","Central and South America","RCP2.6",2080,4.686,1.833,-0.00579097060681179,-8.76480000000015
"Rice","Brazil","Central and South America","RCP4.5",2080,4.6598,2.607,0.00144774265170294,2.19120000000003
"Rice","Brazil","Central and South America","RCP8.5",2080,4.0539,4.118,0.0190619449140885,28.8508
"Rice","Cambodia","Asia","RCP2.6",2080,7.6423,1.833,0.0593264738134769,90.9348
"Rice","Cambodia","Asia","RCP4.5",2080,7.3018,2.607,0.0681420542596562,104.4472
"Rice","Cambodia","Asia","RCP8.5",2080,6.2077,4.118,0.100783527803617,154.4796
"Rice","China","Asia","RCP2.6",2080,5.3012,1.833,0.126307108591433,49.3020000000001
"Rice","China","Asia","RCP4.5",2080,5.1239,2.607,0.402311531069008,157.036
"Rice","China","Asia","RCP8.5",2080,4.3226,4.118,0.285360504595459,111.386
"Rice","Egypt","Africa","RCP2.6",2080,8.3446,1.833,-1.86309090644964,-3.2868
"Rice","Egypt","Africa","RCP4.5",2080,7.761,2.607,-3.51917171218265,-6.2084
"Rice","Egypt","Africa","RCP8.5",2080,5.533,4.118,-7.65937372651518,-13.5124
"Rice","India","Asia","RCP2.6",2080,6.8758,1.833,0.074916333307674,82.1700000000002
"Rice","India","Asia","RCP4.5",2080,6.5868,2.607,0.105548789593478,115.7684
"Rice","India","Asia","RCP8.5",2080,5.342,4.118,0.161486318463208,177.122
"Rice","Indonesia","Asia","RCP2.6",2080,8.6517,1.833,0.0102291577461099,39.8067999999999
"Rice","Indonesia","Asia","RCP4.5",2080,8.3914,2.607,0.0303120913026927,117.9596
"Rice","Indonesia","Asia","RCP8.5",2080,7.6116,4.118,0.0482365787293624,187.7128
"Rice","Iran","Asia","RCP2.6",2080,3.5951,1.833,0.0373696643887684,3.28679999999997
"Rice","Iran","Asia","RCP4.5",2080,2.9471,2.607,0.0456740342529401,4.01720000000005
"Rice","Iran","Asia","RCP8.5",2080,1.672,4.118,0.128717732894648,11.3212
"Rice","Japan","Asia","RCP2.6",2080,4.2808,1.833,0.0584529826605337,72.3096
"Rice","Japan","Asia","RCP4.5",2080,4.2789,2.607,0.0867938227383682,107.3688
"Rice","Japan","Asia","RCP8.5",2080,4.1775,4.118,0.0649477585117041,80.344
"Rice","Korea_Rep","Asia","RCP2.6",2080,4.2445,1.833,0.025967876835492,36.8852000000001
"Rice","Korea_Rep","Asia","RCP4.5",2080,4.2992,2.607,0.116469784222553,165.4356
"Rice","Korea_Rep","Asia","RCP8.5",2080,4.2721,4.118,0.128039630337376,181.8696
"Rice","Laos","Asia","RCP2.6",2080,6.103,1.833,0.0258589936966315,45.65
"Rice","Laos","Asia","RCP4.5",2080,5.7474,2.607,0.043443109410341,76.692
"Rice","Laos","Asia","RCP8.5",2080,4.6479,4.118,0.0581310178300277,102.6212
"Rice","Madagascar","Africa","RCP2.6",2080,5.9451,1.833,0.0442305243045776,63.5447999999999
"Rice","Madagascar","Africa","RCP4.5",2080,5.2328,2.607,0.0477893021221874,68.6576
"Rice","Madagascar","Africa","RCP8.5",2080,3.7457,4.118,0.0157603017637001,22.6424
"Rice","Myanmar","Asia","RCP2.6",2080,7.2268,1.833,0.129885974483446,104.8124
"Rice","Myanmar","Asia","RCP4.5",2080,7.1194,2.607,0.155229579260704,125.2636
"Rice","Myanmar","Asia","RCP8.5",2080,6.8053,4.118,0.17831036218285,143.8888
"Rice","Nepal","Asia","RCP2.6",2080,3.4107,1.833,0.0249319363045974,66.1012000000001
"Rice","Nepal","Asia","RCP4.5",2080,3.0902,2.607,0.0860909402783059,228.25
"Rice","Nepal","Asia","RCP8.5",2080,1.8526,4.118,0.117221424282941,310.7852
"Rice","Nigeria","Africa","RCP2.6",2080,2.4629,1.833,-0.0449039550840842,-59.5276000000001
"Rice","Nigeria","Africa","RCP4.5",2080,2.3443,2.607,0.0369149078605354,48.9368
"Rice","Nigeria","Africa","RCP8.5",2080,1.8854,4.118,0.090634363329225,120.1508
"Rice","Pakistan","Asia","RCP2.6",2080,4.0764,1.833,0.143450479751342,40.9024
"Rice","Pakistan","Asia","RCP4.5",2080,2.6204,2.607,-0.00256161570984539,-0.730399999999997
"Rice","Pakistan","Asia","RCP8.5",2080,0.9965,4.118,0.0819717027150529,23.3728
"Rice","Philippines","Asia","RCP2.6",2080,6.3309,1.833,0.0584856820580383,141.3324
"Rice","Philippines","Asia","RCP4.5",2080,5.9903,2.607,0.0784342867910127,189.5388
"Rice","Philippines","Asia","RCP8.5",2080,4.7902,4.118,0.117424741496372,283.7604
"Rice","Sri Lanka","Asia","RCP2.6",2080,9.1444,1.833,0.0742635379969229,121.6116
"Rice","Sri Lanka","Asia","RCP4.5",2080,8.6079,2.607,0.112621881947286,184.426
"Rice","Sri Lanka","Asia","RCP8.5",2080,7.0318,4.118,0.0718103880931207,117.5944
"Rice","Thailand","Asia","RCP2.6",2080,6.4889,1.833,0.059976613814706,75.2312
"Rice","Thailand","Asia","RCP4.5",2080,6.1757,2.607,0.0716225582447458,89.8391999999998
"Rice","Thailand","Asia","RCP8.5",2080,5.2998,4.118,0.092876406829569,116.4988
"Rice","United States","North America","RCP2.6",2080,6.7488,1.833,0.00394326770682748,4.74760000000001
"Rice","United States","North America","RCP4.5",2080,6.1998,2.607,0.0154697425421693,18.6252
"Rice","United States","North America","RCP8.5",2080,4.1896,4.118,-0.0045499242771086,-5.47799999999997
"Rice","Vietnam","Asia","RCP2.6",2080,7.6745,1.833,0.0334615225915174,64.2752
"Rice","Vietnam","Asia","RCP4.5",2080,7.2661,2.607,0.0469602050005955,90.2044
"Rice","Vietnam","Asia","RCP8.5",2080,6.2527,4.118,0.0950611437259018,182.6
"Rice","Bangladesh","Asia","RCP2.6",2080,7.5179,1.833,0.0508610178443119,101.1604
"Rice","Bangladesh","Asia","RCP4.5",2080,8.2465,2.607,0.0739963544810747,147.1756
"Rice","Bangladesh","Asia","RCP8.5",2080,7.513,4.118,0.119899800188937,238.4756
"Rice","Brazil","Central and South America","RCP2.6",2080,4.9418,1.833,-0.00579097060681179,-8.76480000000015
"Rice","Brazil","Central and South America","RCP4.5",2080,5.4326,2.607,0.00144774265170294,2.19120000000003
"Rice","Brazil","Central and South America","RCP8.5",2080,5.4095,4.118,0.0190619449140885,28.8508
"Rice","Cambodia","Asia","RCP2.6",2080,8.0494,1.833,0.0593264738134769,90.9348
"Rice","Cambodia","Asia","RCP4.5",2080,8.4415,2.607,0.0681420542596562,104.4472
"Rice","Cambodia","Asia","RCP8.5",2080,7.9101,4.118,0.100783527803617,154.4796
"Rice","China","Asia","RCP2.6",2080,5.6051,1.833,0.126307108591433,49.3020000000001
"Rice","China","Asia","RCP4.5",2080,6.0009,2.607,0.402311531069008,157.036
"Rice","China","Asia","RCP8.5",2080,5.8824,4.118,0.285360504595459,111.386
"Rice","Egypt","Africa","RCP2.6",2080,8.8193,1.833,-1.86309090644964,-3.2868
"Rice","Egypt","Africa","RCP4.5",2080,9.0734,2.607,-3.51917171218265,-6.2084
"Rice","Egypt","Africa","RCP8.5",2080,7.4307,4.118,-7.65937372651518,-13.5124
"Rice","India","Asia","RCP2.6",2080,7.2621,1.833,0.074916333307674,82.1700000000002
"Rice","India","Asia","RCP4.5",2080,7.6756,2.607,0.105548789593478,115.7684
"Rice","India","Asia","RCP8.5",2080,6.9709,4.118,0.161486318463208,177.122
"Rice","Indonesia","Asia","RCP2.6",2080,9.1414,1.833,0.0102291577461099,39.8067999999999
"Rice","Indonesia","Asia","RCP4.5",2080,9.8139,2.607,0.0303120913026927,117.9596
"Rice","Indonesia","Asia","RCP8.5",2080,10.2279,4.118,0.0482365787293624,187.7128
"Rice","Iran","Asia","RCP2.6",2080,3.8008,1.833,0.0373696643887684,3.28679999999997
"Rice","Iran","Asia","RCP4.5",2080,3.4505,2.607,0.0456740342529401,4.01720000000005
"Rice","Iran","Asia","RCP8.5",2080,2.2519,4.118,0.128717732894648,11.3212
"Rice","Japan","Asia","RCP2.6",2080,4.5238,1.833,0.0584529826605337,72.3096
"Rice","Japan","Asia","RCP4.5",2080,4.9944,2.607,0.0867938227383682,107.3688
"Rice","Japan","Asia","RCP8.5",2080,5.5717,4.118,0.0649477585117041,80.344
"Rice","Korea_Rep","Asia","RCP2.6",2080,4.4974,1.833,0.025967876835492,36.8852000000001
"Rice","Korea_Rep","Asia","RCP4.5",2080,5.0729,2.607,0.116469784222553,165.4356
"Rice","Korea_Rep","Asia","RCP8.5",2080,5.8372,4.118,0.128039630337376,181.8696
"Rice","Laos","Asia","RCP2.6",2080,6.4375,1.833,0.0258589936966315,45.65
"Rice","Laos","Asia","RCP4.5",2080,6.6809,2.607,0.043443109410341,76.692
"Rice","Laos","Asia","RCP8.5",2080,6.0456,4.118,0.0581310178300277,102.6212
"Rice","Madagascar","Africa","RCP2.6",2080,6.2919,1.833,0.0442305243045776,63.5447999999999
"Rice","Madagascar","Africa","RCP4.5",2080,6.1567,2.607,0.0477893021221874,68.6576
"Rice","Madagascar","Africa","RCP8.5",2080,5.141,4.118,0.0157603017637001,22.6424
"Rice","Myanmar","Asia","RCP2.6",2080,7.6256,1.833,0.129885974483446,104.8124
"Rice","Myanmar","Asia","RCP4.5",2080,8.2854,2.607,0.155229579260704,125.2636
"Rice","Myanmar","Asia","RCP8.5",2080,9.0821,4.118,0.17831036218285,143.8888
"Rice","Nepal","Asia","RCP2.6",2080,3.6055,1.833,0.0249319363045974,66.1012000000001
"Rice","Nepal","Asia","RCP4.5",2080,3.5977,2.607,0.0860909402783059,228.25
"Rice","Nepal","Asia","RCP8.5",2080,2.4326,4.118,0.117221424282941,310.7852
"Rice","Nigeria","Africa","RCP2.6",2080,2.6085,1.833,-0.0449039550840842,-59.5276000000001
"Rice","Nigeria","Africa","RCP4.5",2080,2.7553,2.607,0.0369149078605354,48.9368
"Rice","Nigeria","Africa","RCP8.5",2080,2.4292,4.118,0.090634363329225,120.1508
"Rice","Pakistan","Asia","RCP2.6",2080,4.3084,1.833,0.143450479751342,40.9024
"Rice","Pakistan","Asia","RCP4.5",2080,3.0657,2.607,-0.00256161570984539,-0.730399999999997
"Rice","Pakistan","Asia","RCP8.5",2080,1.3332,4.118,0.0819717027150529,23.3728
"Rice","Philippines","Asia","RCP2.6",2080,6.6773,1.833,0.0584856820580383,141.3324
"Rice","Philippines","Asia","RCP4.5",2080,6.9505,2.607,0.0784342867910127,189.5388
"Rice","Philippines","Asia","RCP8.5",2080,6.2172,4.118,0.117424741496372,283.7604
"Rice","Sri Lanka","Asia","RCP2.6",2080,9.6618,1.833,0.0742635379969229,121.6116
"Rice","Sri Lanka","Asia","RCP4.5",2080,10.0365,2.607,0.112621881947286,184.426
"Rice","Sri Lanka","Asia","RCP8.5",2080,9.3471,4.118,0.0718103880931207,117.5944
"Rice","Thailand","Asia","RCP2.6",2080,6.8464,1.833,0.059976613814706,75.2312
"Rice","Thailand","Asia","RCP4.5",2080,7.1905,2.607,0.0716225582447458,89.8391999999998
"Rice","Thailand","Asia","RCP8.5",2080,6.9469,4.118,0.092876406829569,116.4988
"Rice","United States","North America","RCP2.6",2080,7.1439,1.833,0.00394326770682748,4.74760000000001
"Rice","United States","North America","RCP4.5",2080,7.2933,2.607,0.0154697425421693,18.6252
"Rice","United States","North America","RCP8.5",2080,5.7176,4.118,-0.0045499242771086,-5.47799999999997
"Rice","Vietnam","Asia","RCP2.6",2080,8.1184,1.833,0.0334615225915174,64.2752
"Rice","Vietnam","Asia","RCP4.5",2080,8.5211,2.607,0.0469602050005955,90.2044
"Rice","Vietnam","Asia","RCP8.5",2080,8.5405,4.118,0.0950611437259018,182.6
"Rice","Thailand","Asia","RCP4.5",2020,1.338,1.28,-0.0176806796866061,-29.4
"Rice","Thailand","Asia","RCP4.5",2050,1.291,2.01,0.02471686854148,41.1
"Rice","Thailand","Asia","RCP4.5",2080,1.252,2.52,0.0116067046922278,19.3
"Rice","Thailand","Asia","RCP8.5",2020,1.302,1.45,0.00908089330842696,15.1
"Rice","Thailand","Asia","RCP8.5",2050,1.258,2.6,0.00799840271536944,13.3
"Rice","Thailand","Asia","RCP8.5",2080,1.232,4.08,0.000721660395371679,1.2
"Rice","Thailand","Asia","RCP4.5",2020,1.94175,1.28,-0.0176806796866061,-29.4
"Rice","Thailand","Asia","RCP4.5",2050,1.92218,2.01,0.02471686854148,41.1
"Rice","Thailand","Asia","RCP4.5",2080,1.89686,2.52,0.0116067046922278,19.3
"Rice","Thailand","Asia","RCP8.5",2020,0.92721,1.45,0.00908089330842696,15.1
"Rice","Thailand","Asia","RCP8.5",2050,1.89871,2.6,0.00799840271536944,13.3
"Rice","Thailand","Asia","RCP8.5",2080,1.79321,4.08,0.000721660395371679,1.2
"Rice","Thailand","Asia","RCP4.5",2020,5.529,1.28,-0.0176806796866061,-29.4
"Rice","Thailand","Asia","RCP4.5",2050,5.449,2.01,0.02471686854148,41.1
"Rice","Thailand","Asia","RCP4.5",2080,5.371,2.52,0.0116067046922278,19.3
"Rice","Thailand","Asia","RCP8.5",2020,5.455,1.45,0.00908089330842696,15.1
"Rice","Thailand","Asia","RCP8.5",2050,5.33,2.6,0.00799840271536944,13.3
"Rice","Thailand","Asia","RCP8.5",2080,4.937,4.08,0.000721660395371679,1.2
"Rice","India","Asia","RCP2.6",2020,2.2256,1.74,0.267635342682823,535.3
"Rice","India","Asia","RCP2.6",2050,2.223,2.1,0.351780734376301,703.6
"Rice","India","Asia","RCP2.6",2080,2.3582,2,0.106694156787809,213.4
"Rice","India","Asia","RCP4.5",2020,2.2152,1.54,0.267635342682823,535.3
"Rice","India","Asia","RCP4.5",2050,1.7082,2.5,0.351780734376301,703.6
"Rice","India","Asia","RCP4.5",2080,1.7212,3.11,0.106694156787809,213.4
"Rice","India","Asia","RCP6.0",2025,1.885,1.57,0.267635342682823,535.3
"Rice","India","Asia","RCP6.0",2055,2.1554,2.34,0.351780734376301,703.6
"Rice","India","Asia","RCP6.0",2085,1.898,3.55,0.106694156787809,213.4
"Rice","India","Asia","RCP8.5",2020,1.885,1.73,0.267635342682823,535.3
"Rice","India","Asia","RCP8.5",2050,1.6822,3.22,0.351780734376301,703.6
"Rice","India","Asia","RCP8.5",2080,1.9838,5.03,0.106694156787809,213.4
"Rice","India","Asia","RCP2.6",2020,3.326056,1.74,0.267635342682823,535.3
"Rice","India","Asia","RCP2.6",2050,2.577234,2.1,0.351780734376301,703.6
"Rice","India","Asia","RCP2.6",2080,3.165266,2,0.106694156787809,213.4
"Rice","India","Asia","RCP4.5",2020,3.23877,1.54,0.267635342682823,535.3
"Rice","India","Asia","RCP4.5",2050,2.59561,2.5,0.351780734376301,703.6
"Rice","India","Asia","RCP4.5",2080,2.806934,3.11,0.106694156787809,213.4
"Rice","India","Asia","RCP6.0",2025,2.908002,1.57,0.267635342682823,535.3
"Rice","India","Asia","RCP6.0",2055,2.568046,2.34,0.351780734376301,703.6
"Rice","India","Asia","RCP6.0",2085,2.944754,3.55,0.106694156787809,213.4
"Rice","India","Asia","RCP8.5",2020,2.908002,1.73,0.267635342682823,535.3
"Rice","India","Asia","RCP8.5",2050,2.535888,3.22,0.351780734376301,703.6
"Rice","India","Asia","RCP8.5",2080,2.352128,5.03,0.106694156787809,213.4
"Rice","India","Asia","RCP2.6",2020,2.716527,1.74,0.267635342682823,535.3
"Rice","India","Asia","RCP2.6",2050,1.494262,2.1,0.351780734376301,703.6
"Rice","India","Asia","RCP2.6",2080,2.929993,2,0.106694156787809,213.4
"Rice","India","Asia","RCP4.5",2020,2.520276,1.54,0.267635342682823,535.3
"Rice","India","Asia","RCP4.5",2050,1.415073,2.5,0.351780734376301,703.6
"Rice","India","Asia","RCP4.5",2080,3.253635,3.11,0.106694156787809,213.4
"Rice","India","Asia","RCP6.0",2025,2.96098,1.57,0.267635342682823,535.3
"Rice","India","Asia","RCP6.0",2055,1.23948,2.34,0.351780734376301,703.6
"Rice","India","Asia","RCP6.0",2085,3.022954,3.55,0.106694156787809,213.4
"Rice","India","Asia","RCP8.5",2020,2.96098,1.73,0.267635342682823,535.3
"Rice","India","Asia","RCP8.5",2050,1.311783,3.22,0.351780734376301,703.6
"Rice","India","Asia","RCP8.5",2080,3.591049,5.03,0.106694156787809,213.4
"Rice","Korea_Rep","Asia","A1B",2025,4.783,1.53032003510562,0.0577295473661615,82
"Rice","Korea_Rep","Asia","A1B",2055,4.765,2.20274489585656,0.163332377914018,232
"Rice","Korea_Rep","Asia","A1B",2085,4.84,2.78006491333167,0.190789113856461,271
"Rice","Korea_Rep","Asia","A1B",2025,4.699,1.53032003510562,0.0577295473661615,82
"Rice","Korea_Rep","Asia","A1B",2055,4.628,2.20274489585656,0.163332377914018,232
"Rice","Korea_Rep","Asia","A1B",2085,4.608,2.78006491333167,0.190789113856461,271
"Rice","Korea_Rep","Asia","A1B",2025,4.533,1.53032003510562,0.0577295473661615,82
"Rice","Korea_Rep","Asia","A1B",2055,4.239,2.20274489585656,0.163332377914018,232
"Rice","Korea_Rep","Asia","A1B",2085,4.023,2.78006491333167,0.190789113856461,271
"Soybean","Iran","Asia","RCP8.5",2030,2.695,1.8,0.0584965117683296,20
"Soybean","Iran","Asia","RCP8.5",2031,2.625,1.8,0.308706678894621,130
"Soybean","Iran","Asia","RCP8.5",2031,2.45,1.8,0.0348021297125691,10
"Soybean","Argentina","Central and South America","RCP2.6",2030,2.4345,1.587,-0.0593525998434566,-29.9464
"Soybean","Argentina","Central and South America","RCP4.5",2030,2.3356,1.572,-0.0477716047520505,-24.1032
"Soybean","Argentina","Central and South America","RCP8.5",2030,2.277,1.728,-0.0318477365013672,-16.0688000000001
"Soybean","Brazil","Central and South America","RCP2.6",2030,1.7812,1.587,-0.0270245294984546,-40.9024000000001
"Soybean","Brazil","Central and South America","RCP4.5",2030,1.7657,1.572,0.0248529155209002,37.6156
"Soybean","Brazil","Central and South America","RCP8.5",2030,1.6764,1.728,-0.0345045331989197,-52.2236000000001
"Soybean","China","Asia","RCP2.6",2030,4.4854,1.587,0.0757842651548596,29.5812
"Soybean","China","Asia","RCP4.5",2030,4.4423,1.572,0.113208593626395,44.1892
"Soybean","China","Asia","RCP8.5",2030,4.2358,1.728,0.0654925748251873,25.564
"Soybean","India","Asia","RCP2.6",2030,0.251,1.587,0.0685900651616925,75.2312000000001
"Soybean","India","Asia","RCP4.5",2030,0.2264,1.572,-0.0203106503634137,-22.2771999999999
"Soybean","India","Asia","RCP8.5",2030,0.1874,1.728,0.0446168385032368,48.9368
"Soybean","Paraguay","Central and South America","RCP2.6",2030,1.7888,1.587,-0.0142334017194999,-16.7992
"Soybean","Paraguay","Central and South America","RCP4.5",2030,1.8713,1.572,0.0677633690558797,79.9788
"Soybean","Paraguay","Central and South America","RCP8.5",2030,1.5533,1.728,-0.0470321100296517,-55.5104
"Soybean","United States","North America","RCP2.6",2030,2.2315,1.587,-0.000606656570281119,-0.730399999999963
"Soybean","United States","North America","RCP4.5",2030,2.2995,1.572,0.00272995456626527,3.28680000000011
"Soybean","United States","North America","RCP8.5",2030,2.1134,1.728,0.0178963688232938,21.5467999999999
"Soybean","Argentina","Central and South America","RCP2.6",2030,2.5636,1.587,-0.0593525998434566,-29.9464
"Soybean","Argentina","Central and South America","RCP4.5",2030,2.4738,1.572,-0.0477716047520505,-24.1032
"Soybean","Argentina","Central and South America","RCP8.5",2030,2.4523,1.728,-0.0318477365013672,-16.0688000000001
"Soybean","Brazil","Central and South America","RCP2.6",2030,1.8577,1.587,-0.0270245294984546,-40.9024000000001
"Soybean","Brazil","Central and South America","RCP4.5",2030,1.854,1.572,0.0248529155209002,37.6156
"Soybean","Brazil","Central and South America","RCP8.5",2030,1.7788,1.728,-0.0345045331989197,-52.2236000000001
"Soybean","China","Asia","RCP2.6",2030,4.7266,1.587,0.0757842651548596,29.5812
"Soybean","China","Asia","RCP4.5",2030,4.7162,1.572,0.113208593626395,44.1892
"Soybean","China","Asia","RCP8.5",2030,4.5742,1.728,0.0654925748251873,25.564
"Soybean","India","Asia","RCP2.6",2030,0.2623,1.587,0.0685900651616925,75.2312000000001
"Soybean","India","Asia","RCP4.5",2030,0.2377,1.572,-0.0203106503634137,-22.2771999999999
"Soybean","India","Asia","RCP8.5",2030,0.1998,1.728,0.0446168385032368,48.9368
"Soybean","Paraguay","Central and South America","RCP2.6",2030,1.8734,1.587,-0.0142334017194999,-16.7992
"Soybean","Paraguay","Central and South America","RCP4.5",2030,1.9765,1.572,0.0677633690558797,79.9788
"Soybean","Paraguay","Central and South America","RCP8.5",2030,1.6615,1.728,-0.0470321100296517,-55.5104
"Soybean","United States","North America","RCP2.6",2030,2.3491,1.587,-0.000606656570281119,-0.730399999999963
"Soybean","United States","North America","RCP4.5",2030,2.4367,1.572,0.00272995456626527,3.28680000000011
"Soybean","United States","North America","RCP8.5",2030,2.2788,1.728,0.0178963688232938,21.5467999999999
"Soybean","Argentina","Central and South America","RCP2.6",2050,2.4374,1.791,-0.094819397310888,-47.8412
"Soybean","Argentina","Central and South America","RCP4.5",2050,2.2147,2.094,-0.0477716047520507,-24.1032000000001
"Soybean","Argentina","Central and South America","RCP8.5",2050,1.7501,2.593,-0.0513906657181151,-25.9292000000001
"Soybean","Brazil","Central and South America","RCP2.6",2050,1.8171,1.791,-0.0137535551911778,-20.8164
"Soybean","Brazil","Central and South America","RCP4.5",2050,1.5279,2.094,0.0255767868467516,38.7111999999999
"Soybean","Brazil","Central and South America","RCP8.5",2050,1.193,2.593,-0.0332980809891673,-50.3976000000001
"Soybean","China","Asia","RCP2.6",2050,5.2528,1.791,0.155310963156873,60.6232
"Soybean","China","Asia","RCP4.5",2050,4.9159,2.094,0.185250425934101,72.3096
"Soybean","China","Asia","RCP8.5",2050,4.4154,2.593,0.172151910969064,67.1967999999999
"Soybean","India","Asia","RCP2.6",2050,0.4484,1.791,0.142840475506631,156.6708
"Soybean","India","Asia","RCP4.5",2050,0.2568,2.094,-0.0089899599969208,-9.86039999999994
"Soybean","India","Asia","RCP8.5",2050,0.1741,2.593,0.0253050725839253,27.7551999999999
"Soybean","Paraguay","Central and South America","RCP2.6",2050,1.951,1.791,0.0194935719201845,23.0075999999999
"Soybean","Paraguay","Central and South America","RCP4.5",2050,1.7374,2.094,0.099633812036499,117.5944
"Soybean","Paraguay","Central and South America","RCP8.5",2050,1.0975,2.593,-0.0813779272223579,-96.0476
"Soybean","United States","North America","RCP2.6",2050,2.6879,1.791,0.0148630859718883,17.8948000000001
"Soybean","United States","North America","RCP4.5",2050,2.2578,2.094,-0.00212329799598399,-2.55639999999996
"Soybean","United States","North America","RCP8.5",2050,1.7105,2.593,-0.00151664142570289,-1.82600000000002
"Soybean","Argentina","Central and South America","RCP2.6",2050,2.6046,1.791,-0.094819397310888,-47.8412
"Soybean","Argentina","Central and South America","RCP4.5",2050,2.4773,2.094,-0.0477716047520507,-24.1032000000001
"Soybean","Argentina","Central and South America","RCP8.5",2050,2.0702,2.593,-0.0513906657181151,-25.9292000000001
"Soybean","Brazil","Central and South America","RCP2.6",2050,1.9141,1.791,-0.0137535551911778,-20.8164
"Soybean","Brazil","Central and South America","RCP4.5",2050,1.6684,2.094,0.0255767868467516,38.7111999999999
"Soybean","Brazil","Central and South America","RCP8.5",2050,1.3506,2.593,-0.0332980809891673,-50.3976000000001
"Soybean","China","Asia","RCP2.6",2050,5.6095,1.791,0.155310963156873,60.6232
"Soybean","China","Asia","RCP4.5",2050,5.4977,2.094,0.185250425934101,72.3096
"Soybean","China","Asia","RCP8.5",2050,5.2018,2.593,0.172151910969064,67.1967999999999
"Soybean","India","Asia","RCP2.6",2050,0.4786,1.791,0.142840475506631,156.6708
"Soybean","India","Asia","RCP4.5",2050,0.2828,2.094,-0.0089899599969208,-9.86039999999994
"Soybean","India","Asia","RCP8.5",2050,0.1978,2.593,0.0253050725839253,27.7551999999999
"Soybean","Paraguay","Central and South America","RCP2.6",2050,2.0733,1.791,0.0194935719201845,23.0075999999999
"Soybean","Paraguay","Central and South America","RCP4.5",2050,1.9376,2.094,0.099633812036499,117.5944
"Soybean","Paraguay","Central and South America","RCP8.5",2050,1.2848,2.593,-0.0813779272223579,-96.0476
"Soybean","United States","North America","RCP2.6",2050,2.8743,1.791,0.0148630859718883,17.8948000000001
"Soybean","United States","North America","RCP4.5",2050,2.5282,2.094,-0.00212329799598399,-2.55639999999996
"Soybean","United States","North America","RCP8.5",2050,2.01,2.593,-0.00151664142570289,-1.82600000000002
"Soybean","Argentina","Central and South America","RCP2.6",2080,2.5577,1.833,-0.0716574071280757,-36.1548
"Soybean","Argentina","Central and South America","RCP4.5",2080,2.1618,2.607,0.0608002242298824,30.6768
"Soybean","Argentina","Central and South America","RCP8.5",2080,1.2048,4.118,0.00289524877285152,1.46079999999999
"Soybean","Brazil","Central and South America","RCP2.6",2080,1.8698,1.833,0.00241290441950481,3.65199999999991
"Soybean","Brazil","Central and South America","RCP4.5",2080,1.3918,2.607,0.0243703346369992,36.8852
